"Datetime","count"
2022_04_12_12_56_17,0
2022_04_12_12_58_18,1
2022_04_12_13_00_19,1
2022_04_12_13_02_20,0
2022_04_12_13_04_20,0
2022_04_12_13_06_21,0
2022_04_12_13_08_22,2
2022_04_12_13_10_23,0
2022_04_12_13_12_24,0
2022_04_12_13_14_25,3
2022_04_12_13_16_25,0
2022_04_12_13_18_26,0
2022_04_12_13_20_27,0
2022_04_12_13_22_28,0
2022_04_12_13_46_26,0
2022_04_12_13_50_27,0
2022_04_12_13_54_29,0
2022_04_12_13_56_30,0
2022_04_12_13_59_42,1
2022_04_12_14_01_43,0
2022_04_12_14_03_54,0
2022_04_12_14_05_55,0
2022_04_12_14_07_56,0
2022_04_12_14_09_56,0
2022_04_12_14_13_58,0
2022_04_12_14_15_59,0
2022_04_12_14_17_59,1
2022_04_12_14_20_00,0
2022_04_12_14_22_01,0
2022_04_12_14_24_02,0
2022_04_12_14_26_03,0
2022_04_12_14_28_03,0
2022_04_12_14_30_04,1
2022_04_12_14_32_05,2
2022_04_12_14_38_07,1
2022_04_12_14_50_13,1
2022_04_12_14_54_14,0
2022_04_12_14_56_15,1
2022_04_12_14_58_16,0
2022_04_12_15_00_17,1
2022_04_12_15_04_18,1
2022_04_12_15_06_19,2
2022_04_12_15_10_20,0
2022_04_12_15_12_21,0
2022_04_12_15_16_22,0
2022_04_12_15_20_24,0
2022_04_12_15_22_25,0
2022_04_12_15_28_27,2
2022_04_12_15_32_28,1
2022_04_12_15_34_29,0
2022_04_12_15_36_30,0
2022_04_12_15_40_32,0
2022_04_12_15_42_32,0
2022_04_12_15_44_33,0
2022_04_12_15_46_34,1
2022_04_12_15_48_35,0
2022_04_12_15_50_35,0
2022_04_12_15_56_37,1
2022_04_12_16_00_39,0
2022_04_12_16_02_40,0
2022_04_12_16_04_40,0
2022_04_12_16_06_41,0
2022_04_12_16_08_42,0
2022_04_12_16_10_43,0
2022_04_12_16_14_44,1
2022_04_12_16_16_45,1
2022_04_12_16_18_46,1
2022_04_12_16_22_47,1
2022_04_12_16_24_48,3
2022_04_12_16_28_49,0
2022_04_12_16_30_50,0
2022_04_12_16_32_51,0
2022_04_12_16_34_52,0
2022_04_12_16_36_52,1
2022_04_12_16_40_54,0
2022_04_12_16_42_54,0
2022_04_12_16_44_55,0
2022_04_12_16_46_56,0
2022_04_12_16_48_57,0
2022_04_12_16_50_57,0
2022_04_12_16_57_00,0
2022_04_12_17_01_01,0
2022_04_12_17_03_02,0
2022_04_12_17_07_04,1
2022_04_12_17_11_06,0
2022_04_12_17_13_06,0
2022_04_12_17_15_07,0
2022_04_12_17_17_08,1
2022_04_12_17_21_09,0
2022_04_12_17_23_10,1
2022_04_12_17_25_11,0
2022_04_12_17_29_12,1
2022_04_12_17_31_13,0
2022_04_12_17_33_14,0
2022_04_12_17_35_14,0
2022_04_12_17_37_15,0
2022_04_12_17_39_16,0
2022_04_12_17_41_17,0
2022_04_12_17_43_18,0
2022_04_12_17_45_18,0
2022_04_12_17_47_19,0
2022_04_12_17_53_21,0
2022_04_12_17_55_22,0
2022_04_12_17_59_23,0
2022_04_12_18_03_25,0
2022_04_12_18_09_27,0
2022_04_12_18_15_30,0
2022_04_12_18_21_32,0
2022_04_12_18_25_33,0
2022_04_12_18_27_34,0
2022_04_12_18_31_35,1
2022_04_12_18_38_07,0
2022_04_12_18_41_06,0
2022_04_12_18_45_07,0
2022_04_12_18_47_08,0
2022_04_12_18_49_09,0
2022_04_12_18_51_09,0
2022_04_12_18_53_10,0
2022_04_12_18_55_11,0
2022_04_12_18_57_12,0
2022_04_12_18_59_12,0
2022_04_12_19_01_13,0
2022_04_12_19_05_15,0
2022_04_12_19_07_15,0
2022_04_12_19_13_18,0
2022_04_12_19_15_18,0
2022_04_12_19_19_20,0
2022_04_12_19_21_21,0
2022_04_12_19_23_21,0
2022_04_12_19_25_22,0
2022_04_12_19_29_24,0
2022_04_12_19_31_24,0
2022_04_12_19_35_26,2
2022_04_12_19_39_28,0
2022_04_12_19_41_29,0
2022_04_12_19_45_30,1
2022_04_12_19_47_31,2
2022_04_12_19_49_32,0
2022_04_12_19_51_33,0
2022_04_12_19_53_33,0
2022_04_12_19_55_34,0
2022_04_12_19_57_35,0
2022_04_12_19_59_35,0
2022_04_12_20_01_36,0
2022_04_12_20_03_37,0
2022_04_12_20_05_37,0
2022_04_12_20_07_38,0
2022_04_12_20_09_39,0
2022_04_12_20_11_40,0
2022_04_12_20_15_41,0
2022_04_12_20_17_42,0
2022_04_12_20_21_43,0
2022_04_12_20_23_44,0
2022_04_12_20_25_45,0
2022_04_12_20_29_46,0
2022_04_12_20_31_47,0
2022_04_12_20_33_48,0
2022_04_12_20_37_49,1
2022_04_12_20_41_51,0
2022_04_12_20_43_52,0
2022_04_12_20_45_52,0
2022_04_12_20_47_53,0
2022_04_12_20_51_54,0
2022_04_12_20_55_56,0
2022_04_12_20_57_57,0
2022_04_12_20_59_58,0
2022_04_12_21_01_58,0
2022_04_12_21_03_59,0
2022_04_12_21_06_00,0
2022_04_12_21_10_01,0
2022_04_12_21_12_02,0
2022_04_12_21_14_03,0
2022_04_12_21_16_03,0
2022_04_12_21_22_06,1
2022_04_12_21_24_06,0
2022_04_12_21_26_07,2
2022_04_12_21_28_08,1
2022_04_12_21_30_09,0
2022_04_12_21_32_09,0
2022_04_12_21_36_11,0
2022_04_12_21_40_13,0
2022_04_12_21_44_14,1
2022_04_12_21_46_15,1
2022_04_12_21_50_16,0
2022_04_12_21_54_18,0
2022_04_12_21_56_19,2
2022_04_12_22_00_20,0
2022_04_12_22_02_21,0
2022_04_12_22_04_21,0
2022_04_12_22_06_22,0
2022_04_12_22_10_24,1
2022_04_12_22_14_25,1
2022_04_12_22_16_26,0
2022_04_12_22_20_28,0
2022_04_12_22_22_29,0
2022_04_12_22_24_29,3
2022_04_12_22_26_30,0
2022_04_12_22_28_31,1
2022_04_12_22_30_31,0
2022_04_12_22_36_34,3
2022_04_12_22_38_35,1
2022_04_12_22_40_35,0
2022_04_12_22_42_36,2
2022_04_12_22_44_37,3
2022_04_12_22_46_38,2
2022_04_12_22_50_39,1
2022_04_12_22_52_40,1
2022_04_12_22_56_41,1
2022_04_12_22_58_42,2
2022_04_12_23_00_43,0
2022_04_12_23_04_44,3
2022_04_12_23_06_45,3
2022_04_12_23_08_46,1
2022_04_12_23_10_47,0
2022_04_12_23_16_49,2
2022_04_12_23_18_50,1
2022_04_12_23_22_51,0
2022_04_12_23_24_52,3
2022_04_12_23_26_53,1
2022_04_12_23_28_54,2
2022_04_12_23_30_54,2
2022_04_12_23_32_55,2
2022_04_12_23_34_56,2
2022_04_12_23_38_58,1
2022_04_12_23_40_58,4
2022_04_12_23_45_00,6
2022_04_12_23_47_00,7
2022_04_12_23_53_03,10
2022_04_12_23_57_04,5
2022_04_12_23_59_05,6
2022_04_13_00_03_06,12
2022_04_13_00_05_07,9
2022_04_13_00_07_08,12
2022_04_13_00_15_11,8
2022_04_13_00_17_12,7
2022_04_13_00_23_14,10
2022_04_13_00_25_15,8
2022_04_13_00_31_17,7
2022_04_13_00_33_18,6
2022_04_13_00_35_18,6
2022_04_13_00_37_19,12
2022_04_13_00_39_20,7
2022_04_13_00_41_21,11
2022_04_13_00_45_22,11
2022_04_13_00_49_24,10
2022_04_13_00_51_24,8
2022_04_13_00_55_26,8
2022_04_13_00_57_27,6
2022_04_13_00_59_27,7
2022_04_13_01_01_28,5
2022_04_13_01_03_29,10
2022_04_13_01_05_30,5
2022_04_13_01_07_30,11
2022_04_13_01_11_32,7
2022_04_13_01_15_33,9
2022_04_13_01_17_34,9
2022_04_13_01_21_36,6
2022_04_13_01_23_36,7
2022_04_13_01_25_37,4
2022_04_13_01_27_38,7
2022_04_13_01_31_39,11
2022_04_13_01_33_40,9
2022_04_13_01_35_40,9
2022_04_13_01_37_41,8
2022_04_13_01_39_42,11
2022_04_13_01_41_43,7
2022_04_13_01_43_43,7
2022_04_13_01_45_44,3
2022_04_13_01_49_46,7
2022_04_13_01_51_46,11
2022_04_13_01_53_47,12
2022_04_13_01_55_48,12
2022_04_13_01_59_49,6
2022_04_13_02_01_50,7
2022_04_13_02_03_51,9
2022_04_13_02_05_52,6
2022_04_13_02_07_52,13
2022_04_13_02_09_53,7
2022_04_13_02_11_54,14
2022_04_13_02_13_55,9
2022_04_13_02_15_55,8
2022_04_13_02_17_56,8
2022_04_13_02_19_57,5
2022_04_13_02_21_58,11
2022_04_13_02_30_01,13
2022_04_13_02_32_02,13
2022_04_13_02_34_03,8
2022_04_13_02_36_04,7
2022_04_13_02_38_04,7
2022_04_13_02_42_06,11
2022_04_13_02_44_07,10
2022_04_13_02_48_08,9
2022_04_13_02_50_09,11
2022_04_13_02_54_10,9
2022_04_13_02_56_11,8
2022_04_13_02_58_12,8
2022_04_13_03_00_13,13
2022_04_13_03_08_15,9
2022_04_13_03_14_18,8
2022_04_13_03_16_18,9
2022_04_13_03_18_19,8
2022_04_13_03_26_22,0
2022_04_13_03_28_23,12
2022_04_13_03_30_23,9
2022_04_13_03_34_25,10
2022_04_13_03_36_25,10
2022_04_13_03_40_27,9
2022_04_13_03_44_29,9
2022_04_13_03_46_30,7
2022_04_13_03_48_30,8
2022_04_13_03_50_31,9
2022_04_13_03_52_32,9
2022_04_13_03_54_33,9
2022_04_13_03_58_34,10
2022_04_13_04_04_36,8
2022_04_13_04_06_37,10
2022_04_13_04_08_38,14
2022_04_13_04_10_39,7
2022_04_13_04_12_40,10
2022_04_13_04_16_41,12
2022_04_13_04_20_43,8
2022_04_13_04_22_44,10
2022_04_13_04_26_45,9
2022_04_13_04_30_47,8
2022_04_13_04_34_48,7
2022_04_13_04_36_49,4
2022_04_13_04_40_51,1
2022_04_13_04_42_51,3
2022_04_13_04_46_53,4
2022_04_13_04_48_54,6
2022_04_13_04_50_55,6
2022_04_13_04_52_55,8
2022_04_13_04_56_57,6
2022_04_13_04_58_58,6
2022_04_13_05_00_59,3
2022_04_13_05_05_00,3
2022_04_13_05_07_01,5
2022_04_13_05_09_02,5
2022_04_13_05_13_03,7
2022_04_13_05_17_05,2
2022_04_13_05_21_06,2
2022_04_13_05_25_08,7
2022_04_13_05_27_08,8
2022_04_13_05_29_09,9
2022_04_13_05_31_10,2
2022_04_13_05_33_11,3
2022_04_13_05_35_12,3
2022_04_13_05_39_13,10
2022_04_13_05_41_14,10
2022_04_13_05_43_15,8
2022_04_13_05_45_16,14
2022_04_13_05_49_17,8
2022_04_13_05_51_18,8
2022_04_13_05_53_19,7
2022_04_13_05_55_19,13
2022_04_13_05_57_20,7
2022_04_13_06_01_22,13
2022_04_13_06_03_23,9
2022_04_13_06_05_23,12
2022_04_13_06_09_25,7
2022_04_13_06_11_26,11
2022_04_13_06_13_26,11
2022_04_13_06_17_28,7
2022_04_13_06_19_29,10
2022_04_13_06_21_30,10
2022_04_13_06_23_30,7
2022_04_13_06_27_32,10
2022_04_13_06_29_33,7
2022_04_13_06_31_33,6
2022_04_13_06_33_34,12
2022_04_13_06_35_35,15
2022_04_13_06_37_36,14
2022_04_13_06_39_37,15
2022_04_13_06_41_37,16
2022_04_13_06_45_39,10
2022_04_13_06_49_40,15
2022_04_13_06_51_41,16
2022_04_13_06_55_43,16
2022_04_13_07_01_45,11
2022_04_13_07_05_47,13
2022_04_13_07_07_48,8
2022_04_13_07_11_49,12
2022_04_13_07_13_50,7
2022_04_13_07_15_51,9
2022_04_13_07_21_53,13
2022_04_13_07_23_54,11
2022_04_13_07_25_55,9
2022_04_13_07_29_56,10
2022_04_13_07_31_57,11
2022_04_13_07_33_58,10
2022_04_13_07_37_59,10
2022_04_13_07_40_00,14
2022_04_13_07_42_01,10
2022_04_13_07_44_01,12
2022_04_13_07_48_03,13
2022_04_13_07_50_04,14
2022_04_13_07_52_05,10
2022_04_13_07_56_06,14
2022_04_13_07_58_07,14
2022_04_13_08_00_08,10
2022_04_13_08_02_09,5
2022_04_13_08_04_09,1
2022_04_13_08_06_10,1
2022_04_13_08_12_13,2
2022_04_13_08_14_13,0
2022_04_13_08_16_14,4
2022_04_13_08_20_16,2
2022_04_13_08_22_17,3
2022_04_13_08_24_17,2
2022_04_13_08_28_19,3
2022_04_13_08_30_20,5
2022_04_13_08_32_21,1
2022_04_13_08_34_21,3
2022_04_13_08_36_22,1
2022_04_13_08_38_23,5
2022_04_13_08_40_24,0
2022_04_13_08_46_26,3
2022_04_13_08_54_29,1
2022_04_13_08_56_30,0
2022_04_13_09_02_32,1
2022_04_13_09_06_33,3
2022_04_13_09_08_34,0
2022_04_13_09_10_35,6
2022_04_13_09_16_37,1
2022_04_13_09_18_38,3
2022_04_13_09_20_39,1
2022_04_13_09_22_40,1
2022_04_13_09_24_41,1
2022_04_13_09_26_42,1
2022_04_13_09_28_42,0
2022_04_13_09_30_43,2
2022_04_13_09_32_44,4
2022_04_13_09_36_45,2
2022_04_13_09_38_46,1
2022_04_13_09_42_48,1
2022_04_13_09_44_48,4
2022_04_13_09_48_50,6
2022_04_13_09_52_51,7
2022_04_13_09_56_53,6
2022_04_13_09_58_53,7
2022_04_13_10_00_54,2
2022_04_13_10_02_55,7
2022_04_13_10_04_56,7
2022_04_13_10_06_57,11
2022_04_13_10_08_57,9
2022_04_13_10_10_58,12
2022_04_13_10_12_59,8
2022_04_13_10_15_00,12
2022_04_13_10_17_00,12
2022_04_13_10_19_01,9
2022_04_13_10_21_02,10
2022_04_13_10_23_03,7
2022_04_13_10_27_04,12
2022_04_13_10_29_05,8
2022_04_13_10_33_07,10
2022_04_13_10_35_08,11
2022_04_13_10_37_08,6
2022_04_13_10_47_12,6
2022_04_13_10_51_14,2
2022_04_13_10_53_14,3
2022_04_13_10_57_16,2
2022_04_13_10_59_17,1
2022_04_13_11_01_17,0
2022_04_13_11_03_18,2
2022_04_13_11_05_19,1
2022_04_13_11_11_21,0
2022_04_13_11_13_22,1
2022_04_13_11_17_23,0
2022_04_13_11_21_25,4
2022_04_13_11_23_26,0
2022_04_13_11_25_26,1
2022_04_13_11_27_27,1
2022_04_13_11_29_28,0
2022_04_13_11_31_29,3
2022_04_13_11_33_29,1
2022_04_13_11_35_30,2
2022_04_13_11_37_31,0
2022_04_13_11_39_32,2
2022_04_13_11_41_33,0
2022_04_13_11_45_34,0
2022_04_13_11_49_36,1
2022_04_13_11_51_37,0
2022_04_13_11_55_38,0
2022_04_13_11_59_40,0
2022_04_13_12_01_41,1
2022_04_13_12_05_42,0
2022_04_13_12_07_43,0
2022_04_13_12_11_44,0
2022_04_13_12_13_45,0
2022_04_13_12_17_46,2
2022_04_13_12_19_47,0
2022_04_13_12_21_48,0
2022_04_13_12_23_48,0
2022_04_13_12_29_51,0
2022_04_13_12_33_52,0
2022_04_13_12_35_53,1
2022_04_13_12_37_54,2
2022_04_13_12_41_55,0
2022_04_13_12_43_56,0
2022_04_13_12_47_57,0
2022_04_13_12_51_59,1
2022_04_13_12_58_01,1
2022_04_13_13_00_02,0
2022_04_13_13_02_03,0
2022_04_13_13_04_03,0
2022_04_13_13_06_04,0
2022_04_13_13_10_06,1
2022_04_13_13_12_07,1
2022_04_13_13_14_07,1
2022_04_13_13_16_08,0
2022_04_13_13_18_09,0
2022_04_13_13_22_10,0
2022_04_13_13_24_11,0
2022_04_13_13_28_13,1
2022_04_13_13_30_13,0
2022_04_13_13_32_14,0
2022_04_13_13_34_15,0
2022_04_13_13_36_16,0
2022_04_13_13_40_17,0
2022_04_13_13_42_18,0
2022_04_13_13_48_20,1
2022_04_13_13_52_21,3
2022_04_13_13_54_22,1
2022_04_13_13_56_23,0
2022_04_13_14_00_25,0
2022_04_13_14_04_26,0
2022_04_13_14_06_27,1
2022_04_13_14_08_28,1
2022_04_13_14_10_28,1
2022_04_13_14_12_29,0
2022_04_13_14_14_30,0
2022_04_13_14_16_31,0
2022_04_13_14_20_32,2
2022_04_13_14_22_33,0
2022_04_13_14_26_35,0
2022_04_13_14_28_35,1
2022_04_13_14_30_36,0
2022_04_13_14_32_37,0
2022_04_13_14_40_40,2
2022_04_13_14_42_40,1
2022_04_13_14_44_41,0
2022_04_13_14_46_42,0
2022_04_13_14_50_43,1
2022_04_13_14_52_44,0
2022_04_13_14_54_45,0
2022_04_13_14_56_46,0
2022_04_13_14_58_46,0
2022_04_13_15_00_47,0
2022_04_13_15_02_48,0
2022_04_13_15_04_48,1
2022_04_13_15_06_49,1
2022_04_13_15_10_51,0
2022_04_13_15_12_51,1
2022_04_13_15_14_52,3
2022_04_13_15_16_53,1
2022_04_13_15_20_54,0
2022_04_13_15_22_55,1
2022_04_13_15_26_57,2
2022_04_13_15_30_58,0
2022_04_13_15_32_59,1
2022_04_13_15_35_00,1
2022_04_13_15_37_01,0
2022_04_13_15_41_02,0
2022_04_13_15_45_04,0
2022_04_13_15_49_05,0
2022_04_13_15_53_07,1
2022_04_13_15_55_08,0
2022_04_13_15_57_08,0
2022_04_13_15_59_09,0
2022_04_13_16_01_10,0
2022_04_13_16_05_11,0
2022_04_13_16_09_13,0
2022_04_13_16_11_13,0
2022_04_13_16_13_14,0
2022_04_13_16_17_16,0
2022_04_13_16_19_16,0
2022_04_13_16_21_17,0
2022_04_13_16_23_18,0
2022_04_13_16_25_18,0
2022_04_13_16_27_19,0
2022_04_13_16_29_20,1
2022_04_13_16_31_21,0
2022_04_13_16_35_22,1
2022_04_13_16_37_23,0
2022_04_13_16_41_24,0
2022_04_13_16_45_26,0
2022_04_13_16_49_28,1
2022_04_13_16_51_28,0
2022_04_13_16_53_29,0
2022_04_13_16_57_31,0
2022_04_13_16_59_31,0
2022_04_13_17_01_32,1
2022_04_13_17_07_34,0
2022_04_13_17_09_35,0
2022_04_13_17_11_36,0
2022_04_13_17_13_36,0
2022_04_13_17_17_38,0
2022_04_13_17_21_39,0
2022_04_13_17_23_40,0
2022_04_13_17_25_41,1
2022_04_13_17_27_42,0
2022_04_13_17_29_42,0
2022_04_13_17_33_44,0
2022_04_13_17_37_45,0
2022_04_13_17_39_47,0
2022_04_13_17_45_49,0
2022_04_13_17_49_50,1
2022_04_13_17_51_51,0
2022_04_13_17_57_53,1
2022_04_13_18_01_54,0
2022_04_13_18_05_56,1
2022_04_13_18_07_57,0
2022_04_13_18_09_57,0
2022_04_13_18_13_59,0
2022_04_13_18_16_00,0
2022_04_13_18_20_01,0
2022_04_13_18_22_02,0
2022_04_13_18_24_02,0
2022_04_13_18_26_03,0
2022_04_13_18_28_04,0
2022_04_13_18_30_05,0
2022_04_13_18_32_05,0
2022_04_13_18_34_06,0
2022_04_13_18_40_08,0
2022_04_13_18_42_09,0
2022_04_13_18_46_10,0
2022_04_13_18_48_11,0
2022_04_13_18_50_12,0
2022_04_13_18_54_13,0
2022_04_13_18_56_14,0
2022_04_13_18_58_15,0
2022_04_13_19_00_15,0
2022_04_13_19_02_16,0
2022_04_13_19_04_17,0
2022_04_13_19_06_18,0
2022_04_13_19_08_19,0
2022_04_13_19_10_19,0
2022_04_13_19_14_21,0
2022_04_13_19_16_22,1
2022_04_13_19_18_23,0
2022_04_13_19_20_23,0
2022_04_13_19_22_24,1
2022_04_13_19_30_27,0
2022_04_13_19_32_28,2
2022_04_13_19_34_28,0
2022_04_13_19_36_29,0
2022_04_13_19_40_31,0
2022_04_13_19_42_31,0
2022_04_13_19_44_32,0
2022_04_13_19_46_33,1
2022_04_13_19_48_34,0
2022_04_13_19_52_36,1
2022_04_13_19_54_38,0
2022_04_13_20_02_41,0
2022_04_13_20_06_43,0
2022_04_13_20_08_44,0
2022_04_13_20_10_44,1
2022_04_13_20_12_45,0
2022_04_13_20_14_46,0
2022_04_13_20_16_47,0
2022_04_13_20_20_48,0
2022_04_13_20_22_49,0
2022_04_13_20_24_50,1
2022_04_13_20_26_50,0
2022_04_13_20_30_52,0
2022_04_13_20_32_52,0
2022_04_13_20_36_54,0
2022_04_13_20_38_55,0
2022_04_13_20_40_56,0
2022_04_13_20_42_56,0
2022_04_13_20_44_57,0
2022_04_13_20_46_58,0
2022_04_13_20_48_58,0
2022_04_13_20_50_59,0
2022_04_13_20_53_00,0
2022_04_13_20_55_01,0
2022_04_13_20_57_01,0
2022_04_13_20_59_02,0
2022_04_13_21_01_03,0
2022_04_13_21_03_04,1
2022_04_13_21_07_05,0
2022_04_13_21_09_06,0
2022_04_13_21_13_07,0
2022_04_13_21_21_10,0
2022_04_13_21_25_12,0
2022_04_13_21_29_13,0
2022_04_13_21_31_14,0
2022_04_13_21_33_14,1
2022_04_13_21_37_16,0
2022_04_13_21_39_16,0
2022_04_13_21_41_17,0
2022_04_13_21_43_18,0
2022_04_13_21_45_19,1
2022_04_13_21_53_21,0
2022_04_13_21_57_23,2
2022_04_13_22_01_24,1
2022_04_13_22_05_26,0
2022_04_13_22_09_27,0
2022_04_13_22_11_28,2
2022_04_13_22_15_30,2
2022_04_13_22_17_30,0
2022_04_13_22_19_31,0
2022_04_13_22_21_32,0
2022_04_13_22_23_32,4
2022_04_13_22_25_33,0
2022_04_13_22_27_34,0
2022_04_13_22_29_35,3
2022_04_13_22_33_36,0
2022_04_13_22_35_37,0
2022_04_13_22_37_38,1
2022_04_13_22_39_38,0
2022_04_13_22_45_40,0
2022_04_13_22_49_42,3
2022_04_13_22_53_44,2
2022_04_13_22_55_44,1
2022_04_13_23_01_46,1
2022_04_13_23_05_48,2
2022_04_13_23_07_48,6
2022_04_13_23_11_50,0
2022_04_13_23_13_51,1
2022_04_13_23_15_51,0
2022_04_13_23_21_53,1
2022_04_13_23_27_55,1
2022_04_13_23_31_57,1
2022_04_13_23_35_58,1
2022_04_13_23_37_59,0
2022_04_13_23_42_01,0
2022_04_13_23_44_01,0
2022_04_13_23_48_03,2
2022_04_13_23_50_03,5
2022_04_13_23_52_04,6
2022_04_13_23_58_06,11
2022_04_14_00_00_07,2
2022_04_14_00_02_08,3
2022_04_14_00_04_09,6
2022_04_14_00_06_09,3
2022_04_14_00_08_10,5
2022_04_14_00_10_11,8
2022_04_14_00_12_11,4
2022_04_14_00_14_12,2
2022_04_14_00_16_13,7
2022_04_14_00_18_14,3
2022_04_14_00_20_14,5
2022_04_14_00_22_15,5
2022_04_14_00_26_17,7
2022_04_14_00_28_17,5
2022_04_14_00_30_18,8
2022_04_14_00_32_19,9
2022_04_14_00_34_20,5
2022_04_14_00_36_20,7
2022_04_14_00_40_22,6
2022_04_14_00_42_22,8
2022_04_14_00_50_26,6
2022_04_14_00_52_26,6
2022_04_14_00_56_28,5
2022_04_14_01_00_29,7
2022_04_14_01_02_30,11
2022_04_14_01_04_31,7
2022_04_14_01_10_33,3
2022_04_14_01_18_36,8
2022_04_14_01_20_37,7
2022_04_14_01_22_37,5
2022_04_14_01_26_39,7
2022_04_14_01_28_40,7
2022_04_14_01_34_42,7
2022_04_14_01_40_44,7
2022_04_14_01_42_45,6
2022_04_14_01_44_46,5
2022_04_14_01_46_46,9
2022_04_14_01_50_48,8
2022_04_14_01_52_49,3
2022_04_14_01_54_49,7
2022_04_14_02_00_52,9
2022_04_14_02_06_54,7
2022_04_14_02_08_55,8
2022_04_14_02_12_56,8
2022_04_14_02_14_57,8
2022_04_14_02_18_58,7
2022_04_14_02_20_59,7
2022_04_14_02_25_01,7
2022_04_14_02_27_01,13
2022_04_14_02_29_02,3
2022_04_14_02_31_03,9
2022_04_14_02_33_03,5
2022_04_14_02_35_04,7
2022_04_14_02_39_06,6
2022_04_14_02_41_06,9
2022_04_14_02_43_07,10
2022_04_14_02_47_09,10
2022_04_14_02_49_09,8
2022_04_14_02_51_10,6
2022_04_14_02_53_11,8
2022_04_14_02_55_12,11
2022_04_14_02_59_13,7
2022_04_14_03_05_15,11
2022_04_14_03_11_18,10
2022_04_14_03_13_18,7
2022_04_14_03_21_21,10
2022_04_14_03_31_25,11
2022_04_14_03_33_26,11
2022_04_14_03_35_26,12
2022_04_14_03_39_28,13
2022_04_14_03_41_28,7
2022_04_14_03_43_29,8
2022_04_14_03_47_31,11
2022_04_14_03_49_31,5
2022_04_14_03_55_34,7
2022_04_14_03_57_35,10
2022_04_14_03_59_35,10
2022_04_14_04_03_37,11
2022_04_14_04_05_37,13
2022_04_14_04_09_39,11
2022_04_14_04_11_40,12
2022_04_14_04_13_40,10
2022_04_14_04_15_41,15
2022_04_14_04_19_43,10
2022_04_14_04_23_44,6
2022_04_14_04_25_45,12
2022_04_14_04_27_46,11
2022_04_14_04_29_46,13
2022_04_14_04_31_47,7
2022_04_14_04_33_48,9
2022_04_14_04_35_48,12
2022_04_14_04_39_50,10
2022_04_14_04_41_50,6
2022_04_14_04_47_53,14
2022_04_14_04_49_53,13
2022_04_14_04_55_56,13
2022_04_14_04_57_56,12
2022_04_14_05_01_58,8
2022_04_14_05_03_59,13
2022_04_14_05_05_59,9
2022_04_14_05_08_00,12
2022_04_14_05_10_01,9
2022_04_14_05_12_02,13
2022_04_14_05_16_03,12
2022_04_14_05_18_04,8
2022_04_14_05_20_05,11
2022_04_14_05_24_06,10
2022_04_14_05_26_07,14
2022_04_14_05_28_08,10
2022_04_14_05_30_08,17
2022_04_14_05_32_09,12
2022_04_14_05_34_10,14
2022_04_14_05_36_11,13
2022_04_14_05_38_11,10
2022_04_14_05_40_12,9
2022_04_14_05_42_13,11
2022_04_14_05_44_14,6
2022_04_14_05_50_16,12
2022_04_14_05_54_17,11
2022_04_14_05_56_18,10
2022_04_14_06_00_19,12
2022_04_14_06_04_21,14
2022_04_14_06_06_22,11
2022_04_14_06_08_23,9
2022_04_14_06_10_23,10
2022_04_14_06_12_24,15
2022_04_14_06_14_25,14
2022_04_14_06_16_26,11
2022_04_14_06_18_26,12
2022_04_14_06_22_28,11
2022_04_14_06_26_29,11
2022_04_14_06_28_30,16
2022_04_14_06_30_31,14
2022_04_14_06_34_32,10
2022_04_14_06_36_33,10
2022_04_14_06_38_34,10
2022_04_14_06_40_35,7
2022_04_14_06_44_36,10
2022_04_14_06_46_37,10
2022_04_14_06_50_39,10
2022_04_14_06_52_39,9
2022_04_14_06_56_41,11
2022_04_14_07_02_43,6
2022_04_14_07_06_45,12
2022_04_14_07_08_45,13
2022_04_14_07_10_46,10
2022_04_14_07_12_47,11
2022_04_14_07_14_48,12
2022_04_14_07_16_49,14
2022_04_14_07_18_49,11
2022_04_14_07_20_50,10
2022_04_14_07_24_51,11
2022_04_14_07_26_52,11
2022_04_14_07_30_54,8
2022_04_14_07_32_55,11
2022_04_14_07_36_56,10
2022_04_14_07_38_57,8
2022_04_14_07_40_58,10
2022_04_14_07_42_58,5
2022_04_14_07_44_59,9
2022_04_14_07_47_00,13
2022_04_14_07_51_01,10
2022_04_14_07_53_02,13
2022_04_14_07_59_04,9
2022_04_14_08_01_05,7
2022_04_14_08_03_06,9
2022_04_14_08_05_06,5
2022_04_14_08_07_07,7
2022_04_14_08_13_09,5
2022_04_14_08_17_11,10
2022_04_14_08_21_12,7
2022_04_14_08_23_13,11
2022_04_14_08_25_14,13
2022_04_14_08_27_14,10
2022_04_14_08_29_15,5
2022_04_14_08_31_16,8
2022_04_14_08_35_18,4
2022_04_14_08_39_19,8
2022_04_14_08_41_20,11
2022_04_14_08_43_21,10
2022_04_14_08_45_22,9
2022_04_14_08_47_22,8
2022_04_14_08_49_23,7
2022_04_14_08_51_24,9
2022_04_14_08_57_26,13
2022_04_14_08_59_26,9
2022_04_14_09_01_27,9
2022_04_14_09_05_29,4
2022_04_14_09_07_29,5
2022_04_14_09_09_30,5
2022_04_14_09_15_32,3
2022_04_14_09_23_36,2
2022_04_14_09_25_36,2
2022_04_14_09_29_38,2
2022_04_14_09_31_39,2
2022_04_14_09_37_41,4
2022_04_14_09_39_42,0
2022_04_14_09_41_43,5
2022_04_14_09_43_44,5
2022_04_14_09_47_45,4
