"Datetime","count"
2022_04_11_08_48_23,2
2022_04_11_08_50_24,3
2022_04_11_08_52_24,1
2022_04_11_08_54_25,0
2022_04_11_08_56_26,2
2022_04_11_09_00_28,2
2022_04_11_09_04_30,4
2022_04_11_09_06_31,0
2022_04_11_09_08_31,3
2022_04_11_09_10_32,1
2022_04_11_09_12_33,2
2022_04_11_09_16_35,2
2022_04_11_09_18_35,3
2022_04_11_09_20_36,1
2022_04_11_09_22_37,1
2022_04_11_09_26_39,1
2022_04_11_09_28_40,4
2022_04_11_09_30_41,5
2022_04_11_09_32_42,1
2022_04_11_09_34_42,1
2022_04_11_09_36_43,1
2022_04_11_09_40_45,2
2022_04_11_09_42_45,1
2022_04_11_09_50_49,1
2022_04_11_09_52_50,2
2022_04_11_09_54_51,6
2022_04_11_09_56_52,1
2022_04_11_09_58_53,3
2022_04_11_10_00_54,2
2022_04_11_10_02_55,3
2022_04_11_10_04_56,1
2022_04_11_10_06_57,2
2022_04_11_10_10_59,5
2022_04_11_10_13_00,6
2022_04_11_10_17_02,5
2022_04_11_10_19_03,9
2022_04_11_10_21_04,8
2022_04_11_10_23_04,6
2022_04_11_10_25_05,8
2022_04_11_10_27_06,7
2022_04_11_10_29_07,6
2022_04_11_10_31_08,10
2022_04_11_10_33_08,11
2022_04_11_10_35_09,7
2022_04_11_10_37_10,7
2022_04_11_10_39_10,8
2022_04_11_10_41_11,5
2022_04_11_10_43_12,9
2022_04_11_10_45_13,4
2022_04_11_10_47_14,5
2022_04_11_10_49_14,3
2022_04_11_10_51_15,3
2022_04_11_10_53_16,3
2022_04_11_10_55_17,5
2022_04_11_10_57_17,4
2022_04_11_10_59_18,0
2022_04_11_11_03_20,2
2022_04_11_11_05_21,1
2022_04_11_11_07_22,1
2022_04_11_11_09_22,1
2022_04_11_11_11_23,0
2022_04_11_11_13_24,0
2022_04_11_11_15_25,0
2022_04_11_11_19_27,2
2022_04_11_11_21_28,1
2022_04_11_11_23_29,1
2022_04_11_11_27_31,2
2022_04_11_11_29_31,0
2022_04_11_11_35_34,1
2022_04_11_11_39_35,1
2022_04_11_11_41_36,0
2022_04_11_11_43_38,1
2022_04_11_11_47_40,0
2022_04_11_11_49_41,1
2022_04_11_11_51_42,1
2022_04_11_11_57_46,0
2022_04_11_11_59_47,0
2022_04_11_12_03_49,1
2022_04_11_12_05_50,0
2022_04_11_12_07_51,1
2022_04_11_12_09_52,0
2022_04_11_12_11_52,1
2022_04_11_12_17_55,0
2022_04_11_12_19_55,0
2022_04_11_12_23_57,1
2022_04_11_12_27_58,1
2022_04_11_12_29_59,0
2022_04_11_12_32_00,1
2022_04_11_12_34_00,1
2022_04_11_12_36_01,2
2022_04_11_12_40_03,0
2022_04_11_12_42_03,0
2022_04_11_12_44_04,0
2022_04_11_12_46_05,2
2022_04_11_12_48_07,0
2022_04_11_12_52_08,0
2022_04_11_12_54_09,1
2022_04_11_12_58_11,0
2022_04_11_13_00_12,0
2022_04_11_13_02_13,0
2022_04_11_13_04_14,0
2022_04_11_13_06_15,1
2022_04_11_13_08_16,1
2022_04_11_13_10_17,0
2022_04_11_13_12_18,2
2022_04_11_13_14_19,0
2022_04_11_13_16_20,0
2022_04_11_13_18_20,0
2022_04_11_13_20_21,1
2022_04_11_13_24_23,0
2022_04_11_13_26_24,0
2022_04_11_13_30_25,0
2022_04_11_13_32_26,0
2022_04_11_13_34_26,0
2022_04_11_13_36_27,0
2022_04_11_13_42_30,0
2022_04_11_13_46_31,0
2022_04_11_13_52_35,1
2022_04_11_13_54_35,2
2022_04_11_13_56_36,1
2022_04_11_13_58_37,0
2022_04_11_14_02_39,0
2022_04_11_14_04_39,0
2022_04_11_14_06_40,0
2022_04_11_14_08_42,0
2022_04_11_14_10_43,0
2022_04_11_14_14_44,0
2022_04_11_14_16_45,0
2022_04_11_14_18_46,1
2022_04_11_14_20_46,0
2022_04_11_14_22_47,2
2022_04_11_14_26_49,0
2022_04_11_14_28_49,0
2022_04_11_14_30_50,0
2022_04_11_14_32_51,0
2022_04_11_14_34_51,1
2022_04_11_14_36_52,0
2022_04_11_14_38_53,0
2022_04_11_14_40_54,0
2022_04_11_14_44_55,0
2022_04_11_14_46_56,1
2022_04_11_14_48_57,0
2022_04_11_14_53_00,0
2022_04_11_14_57_02,0
2022_04_11_15_01_04,0
2022_04_11_15_03_05,1
2022_04_11_15_05_05,0
2022_04_11_15_07_06,1
2022_04_11_15_09_07,1
2022_04_11_15_11_08,0
2022_04_11_15_15_10,0
2022_04_11_15_17_11,0
2022_04_11_15_19_12,0
2022_04_11_15_21_13,2
2022_04_11_15_25_15,0
2022_04_11_15_29_18,0
2022_04_11_15_31_19,0
2022_04_11_15_33_20,0
2022_04_11_15_35_21,0
2022_04_11_15_37_22,0
2022_04_11_15_39_22,0
2022_04_11_15_41_23,0
2022_04_11_15_53_29,2
2022_04_11_15_55_29,0
2022_04_11_15_57_31,0
2022_04_11_15_59_32,1
2022_04_11_16_01_33,2
2022_04_11_16_05_34,0
2022_04_11_16_07_35,0
2022_04_11_16_11_37,0
2022_04_11_16_15_38,0
2022_04_11_16_17_39,0
2022_04_11_16_19_41,0
2022_04_11_16_23_42,0
2022_04_11_16_25_43,0
2022_04_11_16_31_47,0
2022_04_11_16_33_48,0
2022_04_11_16_35_49,0
2022_04_11_16_37_51,0
2022_04_11_16_41_52,0
2022_04_11_16_45_54,0
2022_04_11_16_47_54,0
2022_04_11_16_51_57,0
2022_04_11_16_53_58,0
2022_04_11_16_55_59,0
2022_04_11_16_57_59,1
2022_04_11_17_00_01,0
2022_04_11_17_02_02,0
2022_04_11_17_06_03,0
2022_04_11_17_08_04,0
2022_04_11_17_12_06,0
2022_04_11_17_14_07,0
2022_04_11_17_18_09,1
2022_04_11_17_20_09,0
2022_04_11_17_24_11,0
2022_04_11_17_26_12,0
2022_04_11_17_28_14,0
2022_04_11_17_30_15,0
2022_04_11_17_34_16,0
2022_04_11_17_36_17,0
2022_04_11_17_38_18,0
2022_04_11_17_40_19,0
2022_04_11_17_42_20,0
2022_04_11_17_44_20,0
2022_04_11_17_48_22,0
2022_04_11_17_50_23,0
2022_04_11_17_54_25,1
2022_04_11_17_56_26,0
2022_04_11_17_58_27,0
2022_04_11_18_00_28,0
2022_04_11_18_04_30,0
2022_04_11_18_06_30,0
2022_04_11_18_08_31,0
2022_04_11_18_10_32,0
2022_04_11_18_12_33,1
2022_04_11_18_14_34,1
2022_04_11_18_16_35,0
2022_04_11_18_24_38,0
2022_04_11_18_26_38,0
2022_04_11_18_30_40,0
2022_04_11_18_32_41,0
2022_04_11_18_34_42,0
2022_04_11_18_36_43,0
2022_04_11_18_44_48,0
2022_04_11_18_46_49,0
2022_04_11_18_48_50,0
2022_04_11_18_54_53,0
2022_04_11_18_56_54,1
2022_04_11_18_58_55,1
2022_04_11_19_00_56,0
2022_04_11_19_04_57,0
2022_04_11_19_06_58,0
2022_04_11_19_10_59,0
2022_04_11_19_13_00,0
2022_04_11_19_15_01,0
2022_04_11_19_17_02,0
2022_04_11_19_19_03,0
2022_04_11_19_25_06,0
2022_04_11_19_27_07,0
2022_04_11_19_31_09,0
2022_04_11_19_33_09,0
2022_04_11_19_35_10,0
2022_04_11_19_37_11,0
2022_04_11_19_39_11,0
2022_04_11_19_41_12,1
2022_04_11_19_45_14,0
2022_04_11_19_49_15,3
2022_04_11_19_51_16,0
2022_04_11_19_53_17,0
2022_04_11_19_57_19,0
2022_04_11_19_59_19,0
2022_04_11_20_01_20,0
2022_04_11_20_09_24,0
2022_04_11_20_11_25,0
2022_04_11_20_15_27,0
2022_04_11_20_17_28,1
2022_04_11_20_21_30,0
2022_04_11_20_31_35,0
2022_04_11_20_33_37,0
2022_04_11_20_37_39,0
2022_04_11_20_39_40,0
2022_04_11_20_45_43,1
2022_04_11_20_49_45,0
2022_04_11_20_51_46,1
2022_04_11_20_55_49,1
2022_04_11_20_57_50,0
2022_04_11_20_59_51,0
2022_04_11_21_01_52,0
2022_04_11_21_03_52,0
2022_04_11_21_05_53,0
2022_04_11_21_09_55,0
2022_04_11_21_11_56,0
2022_04_11_21_15_58,0
2022_04_11_21_17_59,0
2022_04_11_21_20_00,0
2022_04_11_21_22_01,0
2022_04_11_21_24_02,1
2022_04_11_21_26_04,0
2022_04_11_21_28_05,0
2022_04_11_21_30_06,0
2022_04_11_21_32_06,1
2022_04_11_21_38_09,0
2022_04_11_21_40_10,0
2022_04_11_21_44_11,1
2022_04_11_21_46_12,0
2022_04_11_21_50_15,0
2022_04_11_21_52_16,0
2022_04_11_21_54_17,3
2022_04_11_21_56_17,1
2022_04_11_22_00_19,0
2022_04_11_22_02_20,0
2022_04_11_22_04_21,0
2022_04_11_22_06_22,1
2022_04_11_22_10_23,4
2022_04_11_22_14_25,0
2022_04_11_22_16_26,0
2022_04_11_22_18_26,1
2022_04_11_22_20_27,1
2022_04_11_22_22_28,1
2022_04_11_22_24_29,0
2022_04_11_22_26_30,1
2022_04_11_22_28_31,0
2022_04_11_22_30_32,0
2022_04_11_22_32_32,0
2022_04_11_22_34_34,1
2022_04_11_22_36_34,0
2022_04_11_22_42_37,0
2022_04_11_22_44_38,0
2022_04_11_22_46_39,1
2022_04_11_22_48_40,0
2022_04_11_22_50_41,0
2022_04_11_22_56_44,0
2022_04_11_22_58_45,3
2022_04_11_23_04_48,0
2022_04_11_23_08_50,0
2022_04_11_23_14_53,2
2022_04_11_23_16_54,0
2022_04_11_23_18_54,1
2022_04_11_23_20_55,1
2022_04_11_23_22_56,1
2022_04_11_23_28_58,1
2022_04_11_23_32_59,1
2022_04_11_23_35_00,0
2022_04_11_23_37_01,1
2022_04_11_23_41_02,1
2022_04_11_23_43_03,5
2022_04_11_23_45_03,6
2022_04_11_23_49_05,1
2022_04_11_23_51_06,6
2022_04_11_23_53_06,4
2022_04_11_23_55_07,4
2022_04_11_23_59_08,3
2022_04_12_00_01_09,1
2022_04_12_00_05_11,8
2022_04_12_00_07_11,7
2022_04_12_00_11_13,7
2022_04_12_00_13_13,6
2022_04_12_00_15_14,8
2022_04_12_00_19_16,11
2022_04_12_00_21_16,13
2022_04_12_00_25_18,8
2022_04_12_00_27_18,9
2022_04_12_00_31_20,8
2022_04_12_00_35_21,9
2022_04_12_00_37_22,8
2022_04_12_00_41_23,9
2022_04_12_00_43_24,12
2022_04_12_00_45_25,4
2022_04_12_00_49_26,9
2022_04_12_00_51_27,8
2022_04_12_00_53_27,6
2022_04_12_00_57_29,6
2022_04_12_00_59_29,10
2022_04_12_01_01_30,6
2022_04_12_01_03_31,6
2022_04_12_01_05_32,9
2022_04_12_01_07_32,8
2022_04_12_01_09_33,6
2022_04_12_01_11_34,9
2022_04_12_01_15_35,8
2022_04_12_01_17_36,8
2022_04_12_01_19_37,10
2022_04_12_01_21_37,7
2022_04_12_01_27_40,12
2022_04_12_01_31_41,6
2022_04_12_01_37_47,7
2022_04_12_01_39_48,13
2022_04_12_01_43_49,10
2022_04_12_01_45_50,8
2022_04_12_01_49_51,9
2022_04_12_01_51_52,11
2022_04_12_01_55_53,9
2022_04_12_01_57_54,9
2022_04_12_01_59_55,6
2022_04_12_02_01_56,7
2022_04_12_02_03_56,8
2022_04_12_02_05_57,13
2022_04_12_02_09_58,12
2022_04_12_02_11_59,8
2022_04_12_02_14_00,9
2022_04_12_02_16_01,9
2022_04_12_02_18_01,12
2022_04_12_02_20_02,8
2022_04_12_02_22_04,13
2022_04_12_02_24_05,11
2022_04_12_02_26_06,8
2022_04_12_02_28_07,8
2022_04_12_02_30_07,10
2022_04_12_02_32_08,9
2022_04_12_02_34_09,5
2022_04_12_02_36_09,13
2022_04_12_02_38_10,10
2022_04_12_02_44_13,10
2022_04_12_02_46_13,8
2022_04_12_02_48_14,6
2022_04_12_02_50_15,8
2022_04_12_03_00_18,9
2022_04_12_03_02_19,12
2022_04_12_03_08_21,10
2022_04_12_03_10_22,10
2022_04_12_03_16_24,14
2022_04_12_03_22_27,10
2022_04_12_03_24_27,9
2022_04_12_03_28_29,11
2022_04_12_03_30_30,9
2022_04_12_03_32_30,13
2022_04_12_03_34_31,8
2022_04_12_03_36_32,7
2022_04_12_03_40_33,10
2022_04_12_03_44_35,12
2022_04_12_03_46_36,10
2022_04_12_03_48_36,9
2022_04_12_03_50_37,9
2022_04_12_03_52_38,9
2022_04_12_03_54_39,10
2022_04_12_03_58_40,8
2022_04_12_04_00_41,13
2022_04_12_04_04_42,11
2022_04_12_04_06_43,10
2022_04_12_04_08_44,10
2022_04_12_04_10_44,8
2022_04_12_04_12_45,10
2022_04_12_04_14_46,9
2022_04_12_04_16_47,11
2022_04_12_04_18_48,8
2022_04_12_04_24_50,12
2022_04_12_04_26_51,14
2022_04_12_04_28_51,12
2022_04_12_04_30_52,9
2022_04_12_04_32_53,8
2022_04_12_04_34_53,10
2022_04_12_04_36_54,5
2022_04_12_04_40_55,4
2022_04_12_04_42_56,4
2022_04_12_04_46_58,10
2022_04_12_04_48_59,2
2022_04_12_04_50_59,2
2022_04_12_04_53_00,4
2022_04_12_04_55_00,1
2022_04_12_04_57_01,3
2022_04_12_04_59_02,3
2022_04_12_05_01_03,4
2022_04_12_05_03_03,2
2022_04_12_05_05_04,3
2022_04_12_05_07_05,0
2022_04_12_05_09_05,4
2022_04_12_05_11_06,8
2022_04_12_05_17_08,2
2022_04_12_05_21_10,6
2022_04_12_05_23_11,6
2022_04_12_05_25_11,1
2022_04_12_05_27_12,3
2022_04_12_05_29_13,2
2022_04_12_05_31_14,4
2022_04_12_05_35_15,5
2022_04_12_05_39_17,2
2022_04_12_05_41_17,4
2022_04_12_05_45_19,11
2022_04_12_05_47_19,13
2022_04_12_05_49_22,12
2022_04_12_05_51_29,11
2022_04_12_05_55_30,9
2022_04_12_05_57_31,11
2022_04_12_05_59_32,11
2022_04_12_06_01_33,12
2022_04_12_06_03_34,12
2022_04_12_06_05_34,7
2022_04_12_06_09_36,11
2022_04_12_06_11_36,10
2022_04_12_06_13_37,9
2022_04_12_06_19_39,13
2022_04_12_06_21_40,9
2022_04_12_06_25_41,13
2022_04_12_06_29_43,11
2022_04_12_06_33_44,10
2022_04_12_06_35_45,9
2022_04_12_06_39_46,11
2022_04_12_06_41_47,9
2022_04_12_06_45_48,19
2022_04_12_06_47_49,13
2022_04_12_06_49_50,11
2022_04_12_06_53_51,10
2022_04_12_06_55_52,4
2022_04_12_06_57_53,10
2022_04_12_06_59_54,10
2022_04_12_07_03_55,7
2022_04_12_07_05_56,15
2022_04_12_07_09_57,10
2022_04_12_07_11_58,13
2022_04_12_07_13_59,12
2022_04_12_07_15_59,8
2022_04_12_07_18_00,7
2022_04_12_07_20_01,13
2022_04_12_07_22_02,9
2022_04_12_07_24_02,8
2022_04_12_07_26_03,13
2022_04_12_07_28_04,10
2022_04_12_07_30_04,15
2022_04_12_07_32_05,12
2022_04_12_07_34_14,7
2022_04_12_07_38_16,4
2022_04_12_07_40_17,5
2022_04_12_07_42_18,3
2022_04_12_07_46_19,6
2022_04_12_07_48_20,0
2022_04_12_07_52_21,2
2022_04_12_07_54_22,2
2022_04_12_07_56_22,0
2022_04_12_08_00_24,0
2022_04_12_08_06_26,1
2022_04_12_08_08_27,2
2022_04_12_08_10_28,5
2022_04_12_08_14_29,3
2022_04_12_08_16_30,2
2022_04_12_08_18_30,2
2022_04_12_08_20_31,0
2022_04_12_08_22_32,2
2022_04_12_08_24_33,0
2022_04_12_08_26_33,3
2022_04_12_08_28_34,2
2022_04_12_08_30_35,4
2022_04_12_08_34_36,3
2022_04_12_08_38_38,2
2022_04_12_08_40_38,1
2022_04_12_08_42_39,4
2022_04_12_08_44_40,0
2022_04_12_08_46_41,1
2022_04_12_08_48_41,1
2022_04_12_08_50_42,5
2022_04_12_08_52_43,2
2022_04_12_08_54_43,1
2022_04_12_08_56_44,6
2022_04_12_09_00_46,2
2022_04_12_09_02_46,3
2022_04_12_09_04_47,1
2022_04_12_09_14_51,1
2022_04_12_09_18_52,4
2022_04_12_09_20_53,3
2022_04_12_09_24_54,1
2022_04_12_09_26_55,2
2022_04_12_09_28_56,2
2022_04_12_09_30_57,1
2022_04_12_09_34_58,3
2022_04_12_09_38_59,0
2022_04_12_09_41_00,4
2022_04_12_09_43_01,1
2022_04_12_09_45_02,1
2022_04_12_09_47_02,3
2022_04_12_09_49_03,5
2022_04_12_09_51_04,4
2022_04_12_09_53_05,6
2022_04_12_09_55_05,5
2022_04_12_09_57_06,2
2022_04_12_09_59_07,3
2022_04_12_10_05_09,6
2022_04_12_10_09_10,6
2022_04_12_10_11_11,9
2022_04_12_10_15_12,11
2022_04_12_10_17_13,7
2022_04_12_10_21_15,12
2022_04_12_10_23_15,12
2022_04_12_10_25_16,10
2022_04_12_10_29_18,7
2022_04_12_10_31_18,10
2022_04_12_10_33_19,10
2022_04_12_10_35_20,10
2022_04_12_10_39_21,7
2022_04_12_10_43_23,7
2022_04_12_10_45_23,2
2022_04_12_10_47_24,6
2022_04_12_10_49_25,3
2022_04_12_10_51_25,1
2022_04_12_10_53_26,2
2022_04_12_10_55_27,3
2022_04_12_10_57_28,2
2022_04_12_10_59_28,1
2022_04_12_11_03_30,1
2022_04_12_11_05_31,1
2022_04_12_11_07_31,4
2022_04_12_11_09_32,0
2022_04_12_11_11_33,1
2022_04_12_11_13_34,2
2022_04_12_11_15_34,0
2022_04_12_11_23_37,1
2022_04_12_11_29_39,1
2022_04_12_11_31_40,0
2022_04_12_11_33_41,0
2022_04_12_11_37_42,1
2022_04_12_11_43_44,2
2022_04_12_11_45_45,2
2022_04_12_11_47_46,0
2022_04_12_11_51_47,1
2022_04_12_11_55_49,2
2022_04_12_11_59_57,1
2022_04_12_12_01_57,0
2022_04_12_12_03_58,1
2022_04_12_12_05_59,1
2022_04_12_12_07_59,0
2022_04_12_12_10_00,0
2022_04_12_12_12_01,0
2022_04_12_12_14_02,1
2022_04_12_12_18_03,1
2022_04_12_12_20_04,0
2022_04_12_12_22_05,0
2022_04_12_12_26_06,0
2022_04_12_12_28_07,1
2022_04_12_12_34_09,1
2022_04_12_12_42_12,2
2022_04_12_12_44_13,1
2022_04_12_12_46_13,0
2022_04_12_12_50_15,1
2022_04_12_12_52_16,1
2022_04_12_12_54_17,0
